type,title,year,min_players,max_players,min_time,max_time,avg_time,min_age,com_age,bay_rating,avg_rating,num_ratings,complexity,comp_votes,comments,views,fans,owners,traders,wanters,wishers,mechanics,categories
boardgame,It's Alive!,2007,2,5,15,30,22.5,12,8,5.82341,6.27647,1044,1.6183,131,403,98787,29,1134,81,27,176,"['Auction/Bidding', 'Set Collection']","['Card Game', 'Horror']"
boardgame,Grand Cru,2010,2,5,90,90,90.0,12,12,6.05868,6.81408,1044,3.1429,91,289,129755,31,1214,77,66,284,"['Auction/Bidding', 'Loans']","['Economic', 'Farming']"
boardgame,Nētā-Tanka: Deluxe Edition,2019,1,5,60,90,75.0,14,10,6.2468,7.33565,1044,2.8367,49,325,160241,159,2423,71,87,420,"['Set Collection', 'Worker Placement']",['Civilization']
boardgame,Byzanz,2008,3,6,45,45,45.0,8,8,5.96457,6.60859,1043,1.6125,80,306,77529,93,1635,65,43,170,"['Auction/Bidding', 'Card Drafting', 'Hand Management', 'Set Collection']","['Ancient', 'Arabian', 'Card Game', 'Economic']"
boardgame,The Walking Dead: The Board Game,2011,1,6,30,60,45.0,13,10,5.55306,5.72287,1043,2.0274,73,260,242614,89,2328,200,19,179,"['Dice Rolling', 'Grid Movement', 'Player Elimination', 'Team-Based Game', 'Variable Player Powers']","['Adventure', 'Comic Book / Strip', 'Fighting', 'Horror', 'Zombies']"
boardgame,Voodoo,2014,3,6,30,30,30.0,8,8,5.80496,6.35056,1043,1.1111,27,168,50004,33,2182,78,6,83,"['Acting', 'Dice Rolling', 'Hand Management']","['Action / Dexterity', 'Humor', 'Party Game']"
boardgameexpansion,Legendary: A Marvel Deck Building Game – Civil War,2016,1,5,30,60,45.0,14,10,6.57923,8.2265,1042,2.5,12,161,212960,73,4541,30,189,666,"['Card Drafting', 'Cooperative Game', 'Deck, Bag, and Pool Building']","['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']"
boardgameexpansion,Chez Geek 2: Slack Attack,2000,2,8,45,45,45.0,18,16,5.78217,6.303,1041,1.4458,83,244,22861,15,2150,83,8,31,"['Set Collection', 'Take That']","['Card Game', 'Expansion for Base-game']"
boardgame,Labyrinth,1940,1,1,20,20,20.0,6,6,5.11191,4.59561,1041,1.3299,97,318,48193,8,819,34,0,25,[],"['Action / Dexterity', 'Maze']"
boardgame,Slide 5,2007,2,10,30,30,30.0,8,10,5.93253,6.53103,1041,1.2893,121,391,61474,9,1312,90,25,66,['Simultaneous Action Selection'],"['Card Game', 'Number', 'Party Game']"
boardgameexpansion,Space Alert: The New Frontier,2010,1,5,30,30,30.0,13,12,6.74221,8.49431,1041,3.3548,62,367,146369,75,4801,97,125,493,"['Action Queue', 'Area Movement', 'Cooperative Game', 'Hand Management', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']","['Electronic', 'Expansion for Base-game', 'Fighting', 'Real-time', 'Science Fiction', 'Space Exploration']"
boardgame,Nevermore,2015,3,6,45,60,52.5,14,10,5.97893,6.69494,1041,1.9062,32,234,94546,61,1876,71,60,345,"['Card Drafting', 'Hand Management', 'Set Collection', 'Take That']","['Animals', 'Card Game']"
boardgame,Coffee Roaster,2015,1,1,10,30,20.0,12,12,6.41666,7.69601,1040,2.1136,44,328,175696,127,2307,41,353,1279,"['Deck, Bag, and Pool Building', 'Push Your Luck']","['Deduction', 'Industry / Manufacturing']"
boardgame,Imhotep: The Duel,2018,2,2,30,30,30.0,10,10,6.22677,7.24286,1039,1.8824,17,219,77873,36,2428,39,117,580,"['Area Majority / Influence', 'Modular Board', 'Set Collection', 'Worker Placement']",['Ancient']
boardgame,Don't Break the Ice,1968,2,4,20,20,20.0,3,3,5.17083,4.75471,1038,1.1096,73,361,75651,10,1400,14,6,44,['Physical Removal'],"['Action / Dexterity', ""Children's Game""]"
boardgame,Make 'n' Break,2004,2,4,30,30,30.0,8,4,5.73879,6.08058,1038,1.2771,83,338,92473,12,2060,98,10,70,['Pattern Building'],"['Action / Dexterity', 'Card Game']"
boardgame,Norenberc,2010,2,5,90,90,90.0,12,10,6.05738,6.80771,1037,2.95,100,298,119516,38,1112,54,107,339,"['Set Collection', 'Simultaneous Action Selection', 'Worker Placement']","['Economic', 'Medieval']"
boardgame,Imperial Settlers: Roll & Write,2019,1,4,30,30,30.0,10,10,5.9266,6.56538,1036,1.9091,11,224,78383,53,2218,59,68,372,"['Dice Rolling', 'Paper-and-Pencil']","['City Building', 'Civilization', 'Dice']"
boardgame,Strat-O-Matic Baseball,1962,1,2,45,45,45.0,11,8,6.32853,7.76265,1034,2.3776,98,455,214856,143,1511,67,35,137,"['Dice Rolling', 'Simulation']",['Sports']
boardgameexpansion,Star Wars: X-Wing Miniatures Game – TIE Bomber Expansion Pack,2013,2,2,0,0,0.0,14,10,6.36245,7.67685,1033,2.4,25,327,42003,39,6108,74,74,166,"['Action Queue', 'Dice Rolling', 'Enclosure', 'Point to Point Movement', 'Simultaneous Action Selection', 'Variable Player Powers']","['Aviation / Flight', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
boardgame,Hotel Samoa,2010,3,6,45,60,52.5,10,10,5.81632,6.26084,1032,2.0824,85,322,116189,19,1692,171,23,116,"['Auction/Bidding', 'Hand Management', 'Memory', 'Simultaneous Action Selection']",['Economic']
boardgame,Warfighter: The Tactical Special Forces Card Game,2014,1,6,30,180,105.0,0,12,6.34704,7.73272,1032,2.6923,91,356,438691,251,2189,82,133,556,"['Action Points', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Solo / Solitaire Game', 'Variable Player Powers']","['Card Game', 'Modern Warfare']"
boardgameexpansion,Small World: A Spider's Web,2014,2,5,80,80,80.0,8,8,6.33667,7.5696,1032,2.1905,21,223,63867,29,5155,46,124,428,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Variable Player Powers']","['Civilization', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']"
boardgame,Batman Fluxx,2015,2,6,5,30,17.5,8,8,5.80278,6.34519,1032,1.3103,29,200,36640,21,3026,49,16,125,"['Hand Management', 'Set Collection']","['Card Game', 'Movies / TV / Radio theme']"
boardgame,"Goblins, Inc.",2012,2,4,60,60,60.0,13,10,5.88178,6.43667,1031,2.3529,68,295,170465,52,1578,106,48,329,"['Dice Rolling', 'Team-Based Game', 'Tile Placement']","['Dice', 'Fantasy', 'Industry / Manufacturing']"
boardgame,Crossing,2013,3,6,15,15,15.0,6,6,5.9603,6.63842,1030,1.0741,27,223,62991,23,1614,32,60,289,"['Set Collection', 'Simultaneous Action Selection']","['Bluffing', 'Party Game']"
boardgame,Warhammer Quest: Silver Tower,2016,2,4,60,120,90.0,14,8,6.1877,7.50754,1030,2.3333,18,285,501041,196,2524,41,152,544,"['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
boardgameexpansion,Legendary: A Marvel Deck Building Game – X-Men,2017,1,5,30,60,45.0,14,12,6.69244,8.55762,1030,2.3333,6,173,160382,82,4349,27,147,547,"['Cooperative Game', 'Deck, Bag, and Pool Building']","['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']"
boardgame,Warmachine,2003,2,4,60,60,60.0,12,14,6.16771,7.2876,1029,3.4769,130,297,201325,64,1342,44,35,137,"['Critical Hits and Failures', 'Once-Per-Game Abilities', 'Variable Player Powers']","['Book', 'Fantasy', 'Fighting', 'Miniatures']"
boardgameexpansion,Cuba: El Presidente,2009,2,5,120,120,120.0,12,14,6.40456,7.67553,1029,3.1149,87,337,102433,42,2764,60,81,213,"['Auction/Bidding', 'Hand Management', 'Variable Phase Order', 'Worker Placement']","['Economic', 'Expansion for Base-game', 'Farming']"
boardgame,Smash Up: Cease and Desist,2016,2,2,45,45,45.0,12,,6.29291,7.4935,1029,3.5,2,157,48024,21,4455,62,130,499,"['Area Majority / Influence', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Fantasy']"
boardgameexpansion,Android: Netrunner – What Lies Ahead,2012,2,2,45,45,45.0,14,14,6.52751,8.13434,1028,3.4,50,285,119917,55,6710,148,46,136,"['Action Points', 'Hand Management', 'Secret Unit Deployment', 'Variable Player Powers']","['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']"
boardgame,Q.E.,2019,3,5,45,45,45.0,8,6,6.34984,7.52468,1028,1.7273,11,294,65008,40,1551,14,278,937,['Auction/Bidding'],['Economic']
boardgame,Risk: Star Wars Original Trilogy Edition,2006,2,5,120,120,120.0,10,8,6.00854,6.83309,1027,2.1188,101,362,303755,79,2236,88,63,326,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Secret Unit Deployment', 'Variable Player Powers']","['Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
boardgameexpansion,Bruges: The City on the Zwin,2014,2,5,60,60,60.0,10,12,6.44271,7.75904,1027,2.8837,43,311,91708,49,3027,26,263,466,"['Dice Rolling', 'Hand Management']","['Card Game', 'City Building', 'Economic', 'Expansion for Base-game', 'Renaissance']"
boardgameexpansion,Istanbul: Letters & Seals,2016,2,5,40,60,50.0,10,10,6.45498,7.85099,1027,2.9583,24,249,94211,38,4496,21,170,488,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver']","['Economic', 'Expansion for Base-game']"
boardgameexpansion,Rising Sun: Monster Pack,2018,3,5,90,120,105.0,14,14,6.59719,8.23279,1027,3.4,10,273,28625,45,6806,75,45,134,"['Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Variable Phase Order', 'Variable Player Powers']","['Bluffing', 'Expansion for Base-game', 'Fantasy', 'Miniatures', 'Mythology', 'Negotiation', 'Wargame']"
boardgame,Martinique,2009,2,2,30,30,30.0,10,8,5.81004,6.25086,1026,1.8904,73,299,108011,20,1742,146,27,140,"['Enclosure', 'Grid Movement', 'Set Collection']","['Bluffing', 'Deduction', 'Pirates']"
boardgameexpansion,Core Worlds: Galactic Orders,2012,2,5,90,90,90.0,10,12,6.51747,7.91618,1026,3,57,327,95674,74,2656,95,85,231,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']","['Card Game', 'Civilization', 'Expansion for Base-game', 'Science Fiction', 'Space Exploration']"
boardgame,Gloria Picktoria,1996,2,5,45,45,45.0,10,8,5.85818,6.35615,1025,1.4815,108,448,80378,5,1955,120,31,94,"['Card Drafting', 'Set Collection']",['Card Game']
boardgame,Comuni,2008,2,5,90,90,90.0,12,12,5.98983,6.69282,1025,3.3095,126,310,101625,17,1176,102,26,154,"['Auction/Bidding', 'Card Drafting', 'Set Collection']","['City Building', 'Medieval']"
boardgame,First Train to Nuremberg,2010,2,4,45,120,82.5,12,12,6.16691,7.10179,1024,3.1798,89,393,138182,32,2190,133,89,297,"['Auction/Bidding', 'Network and Route Building', 'Pick-up and Deliver', 'Set Collection']","['Trains', 'Transportation']"
boardgame,Limes,2014,1,2,20,20,20.0,8,8,6.07956,6.88825,1024,1.8409,44,322,127495,58,1712,39,150,493,"['Pattern Building', 'Tile Placement']","['Card Game', 'City Building', 'Puzzle']"
boardgame,Aggravation,1962,2,6,45,45,45.0,6,6,5.18674,4.80018,1023,1.1889,90,453,96380,21,1910,50,5,29,['Roll / Spin and Move'],[]
boardgame,Professor Evil and The Citadel of Time,2017,2,4,30,45,37.5,8,10,5.9639,6.67624,1023,1.9167,24,215,142501,53,2074,71,69,665,"['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Variable Player Powers']",['Spies/Secret Agents']
boardgame,Hellapagos,2017,3,12,20,20,20.0,8,12,5.9171,6.60957,1023,1.28,25,213,73996,25,1913,27,30,250,"['Lose a Turn', 'Player Elimination', 'Set Collection', 'Take That', 'Turn Order: Progressive', 'Voting']","['Bluffing', 'Negotiation', 'Party Game']"
boardgame,Richelieu,2003,2,2,45,45,45.0,12,10,5.95989,6.60253,1022,1.9273,110,415,130918,21,1214,60,52,155,"['Card Drafting', 'Set Collection']",['Card Game']
boardgameexpansion,7 Wonders: Leaders – Stevie,2011,2,7,40,40,40.0,10,12,6.07092,6.95029,1022,2,43,297,96272,31,4685,153,63,203,"['Card Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']","['Ancient', 'Card Game', 'Civilization', 'Expansion for Base-game']"
boardgame,BioShock Infinite: The Siege of Columbia,2013,2,4,60,90,75.0,13,14,6.00294,6.78972,1022,2.898,49,338,280616,150,2940,233,61,481,"['Area Majority / Influence', 'Area Movement', 'Betting and Bluffing', 'Dice Rolling', 'Hand Management', 'Roll / Spin and Move', 'Team-Based Game', 'Variable Player Powers']","['Fighting', 'Miniatures', 'Video Game Theme']"
boardgame,Dead Panic,2013,2,6,90,90,90.0,13,8,5.69237,5.99706,1022,2.2683,41,283,120828,79,2542,170,41,260,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']",['Zombies']
boardgame,Robot Turtles,2013,2,5,15,15,15.0,4,4,5.69895,6.00601,1022,1.3529,34,399,96251,41,3204,181,46,264,"['Action Queue', 'Area Movement']","[""Children's Game"", 'Maze']"
boardgame,Stone Age: Anniversary,2018,2,4,60,90,75.0,10,10,6.53637,8.07172,1022,2.3448,29,198,82583,64,2818,21,131,497,"['Dice Rolling', 'Set Collection', 'Worker Placement']","['Dice', 'Prehistoric']"
boardgameexpansion,A Game of Thrones: The Board Game (Second Edition) – A Dance with Dragons,2012,6,6,180,180,180.0,14,14,6.43106,7.91578,1020,3.4828,58,238,295633,91,4274,48,112,561,"['Area Majority / Influence', 'Simultaneous Action Selection']","['Expansion for Base-game', 'Fantasy']"
boardgame,Pixel Tactics 2,2013,2,2,45,45,45.0,12,12,6.1493,7.1229,1020,2.6,35,227,55171,54,3304,139,30,176,"['Hand Management', 'Variable Player Powers']","['Card Game', 'Fantasy', 'Fighting', 'Video Game Theme']"
boardgame,Mai-Star,2010,3,6,30,30,30.0,14,10,5.92076,6.55544,1019,1.9,50,230,78081,35,1633,77,27,131,"['Hand Management', 'Variable Player Powers']",['Card Game']
boardgame,Monopoly: Star Wars Limited Collector's Edition,1996,2,8,60,60,60.0,8,6,5.34839,5.2089,1018,1.6386,83,262,61009,30,2676,124,6,18,"['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']","['Economic', 'Movies / TV / Radio theme', 'Negotiation']"
boardgame,JAB: Realtime Boxing,2011,2,2,15,15,15.0,10,8,5.79955,6.23422,1018,1.7541,61,423,116177,52,1796,268,20,165,"['Memory', 'Pattern Building', 'Pattern Recognition']","['Card Game', 'Fighting', 'Real-time', 'Sports']"
boardgameexpansion,Thunderstone Advance: Caverns of Bane,2012,1,5,45,45,45.0,12,10,6.43048,7.76995,1018,2.6889,45,227,80967,66,3078,148,47,171,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']","['Card Game', 'Expansion for Base-game', 'Fantasy']"
boardgame,March of the Ants,2015,1,5,70,70,70.0,13,10,6.17536,7.21787,1018,2.6393,61,371,185797,215,2459,79,133,584,"['Area Majority / Influence', 'Hexagon Grid', 'Modular Board', 'Point to Point Movement', 'Take That', 'Variable Player Powers']","['Animals', 'Civilization', 'Exploration']"
boardgame,What Do You Meme?: A Millennial Card Game For Millennials And Their Millennial Friends,2016,3,20,30,90,60.0,17,18,5.34024,5.16718,1016,1,19,199,68465,13,2119,44,3,69,"['Hand Management', 'Simultaneous Action Selection']","['Card Game', 'Humor', 'Mature / Adult', 'Party Game']"
boardgame,"Warriors of God: The Wars of England & France, 1135-1453",2008,2,2,180,180,180.0,12,12,6.2995,7.43131,1015,2.614,171,468,280617,91,1984,80,144,577,"['Area Movement', 'Dice Rolling']","['Medieval', 'Wargame']"
boardgame,Deckscape: Heist in Venice,2018,1,6,30,90,60.0,12,12,6.07798,6.88476,1015,1.7647,17,193,24146,13,2126,74,58,188,"['Cooperative Game', 'Memory', 'Variable Player Powers']","['Card Game', 'Puzzle', 'Real-time']"
boardgameexpansion,Alhambra: The City Gates,2004,2,6,60,60,60.0,8,10,6.16938,7.13835,1014,2.2136,103,353,77651,13,3051,38,74,164,"['Auction/Bidding', 'Card Drafting', 'Set Collection', 'Tile Placement']","['Arabian', 'City Building', 'Expansion for Base-game']"
boardgame,Ponte del Diavolo,2007,2,2,25,25,25.0,10,8,5.91651,6.5365,1014,2.3656,93,383,90316,32,1378,88,47,177,['Tile Placement'],"['Abstract Strategy', 'Territory Building']"
boardgame,Origin,2013,2,4,45,60,52.5,8,8,5.99107,6.70927,1014,2.14,50,281,128071,29,1778,103,51,295,"['Area Majority / Influence', 'Area Movement', 'Hand Management', 'Set Collection']","['Exploration', 'Prehistoric']"
boardgame,The Lord of the Ice Garden,2014,1,4,90,90,90.0,14,14,6.34574,7.68579,1014,4.0583,103,202,196114,198,1952,62,88,529,"['Action Points', 'Action Queue', 'Area Majority / Influence', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement']","['Fantasy', 'Fighting', 'Medieval', 'Mythology', 'Novel-based', 'Science Fiction']"
boardgame,Apples to Apples Junior,2002,4,10,30,30,30.0,9,6,5.61231,5.84073,1013,1.1525,59,354,70958,8,2369,120,3,37,"['Hand Management', 'Simultaneous Action Selection']","['Card Game', ""Children's Game"", 'Humor', 'Party Game', 'Word Game']"
boardgame,Silverton,1991,1,6,180,180,180.0,12,10,6.15896,7.11104,1012,3.25,120,484,169873,72,1753,91,147,369,"['Commodity Speculation', 'Dice Rolling', 'Network and Route Building', 'Pick-up and Deliver', 'Worker Placement']","['American West', 'Economic', 'Trains', 'Transportation']"
boardgame,Ubongo: Duel,2008,2,2,15,40,27.5,8,10,6.07263,6.86981,1012,1.7949,78,316,87239,13,1470,52,55,185,['Pattern Building'],"['Puzzle', 'Real-time']"
boardgameexpansion,Space Hulk: Death Angel – The Card Game – Mission Pack 1,2011,1,6,30,30,30.0,13,8,6.24192,7.36629,1012,2.1538,39,296,65087,64,4332,81,136,251,"['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Expansion for Base-game', 'Fighting', 'Science Fiction']"
boardgame,It Happens..,2010,2,5,30,30,30.0,8,8,5.78095,6.18822,1011,1.4189,74,282,65784,16,1432,97,31,130,"['Dice Rolling', 'Set Collection']","['Animals', 'Dice']"
boardgame,Ships,2015,2,4,120,120,120.0,13,12,6.07169,6.88945,1011,3.5286,70,336,168081,45,1873,135,65,289,"['Action Points', 'Area Majority / Influence', 'Area Movement']","['Exploration', 'Nautical', 'Transportation']"
boardgame,Tussie Mussie,2019,2,4,20,30,25.0,8,8,6.15622,7.16787,1011,1.1053,38,318,60604,90,2557,24,63,328,"['Betting and Bluffing', 'Card Drafting', 'I Cut, You Choose']",['Card Game']
boardgame,Star Trek Customizable Card Game,1994,2,2,45,45,45.0,10,10,5.68169,6.08723,1010,2.7558,86,401,93110,96,1824,196,30,31,"['Hand Management', 'Set Collection']","['Card Game', 'Collectible Components', 'Movies / TV / Radio theme', 'Science Fiction']"
boardgame,Inn-Fighting,2007,3,6,30,30,30.0,12,10,5.64661,5.92809,1010,1.54,100,321,75167,40,1951,108,15,72,"['Dice Rolling', 'Variable Player Powers']","['Dice', 'Fantasy', 'Fighting', 'Party Game']"
boardgame,Micropolis,2018,2,6,30,30,30.0,8,6,6.04274,6.86321,1010,1.7143,14,201,75022,46,1532,40,90,552,"['Card Drafting', 'Set Collection', 'Tile Placement']","['Animals', 'Territory Building']"
boardgame,Le Fantôme de l'Opéra,2013,2,2,30,30,30.0,9,8,6.11898,7.01491,1009,2.1765,34,237,96320,30,1591,51,141,487,"['Grid Movement', 'Variable Player Powers']","['Deduction', 'Music', 'Novel-based']"
boardgame,Legendary Inventors,2016,2,5,30,40,35.0,10,8,5.86826,6.44798,1009,1.9688,32,204,83072,27,1477,53,30,268,"['Action Retrieval', 'Area Majority / Influence', 'Set Collection', 'Variable Player Powers']","['Card Game', 'Industry / Manufacturing']"
boardgame,7 Ages,2004,2,7,480,480,480.0,14,16,6.11005,7.06395,1008,3.9378,193,507,312537,98,1411,57,122,427,"['Area Movement', 'Simulation', 'Variable Player Powers']","['Civilization', 'Wargame']"
boardgame,Pax Pamir,2015,2,5,60,120,90.0,12,14,6.3312,7.55728,1008,3.6447,76,358,266393,122,1995,102,115,500,"['Area Majority / Influence', 'Area Movement', 'Hand Management', 'Simulation']","['Card Game', 'Economic', 'Negotiation', 'Political', 'Spies/Secret Agents']"
boardgame,Sunrise City,2012,2,4,60,60,60.0,10,10,5.96489,6.63508,1007,2.3288,73,327,126530,57,1545,120,58,309,"['Auction/Bidding', 'Card Drafting', 'Tile Placement', 'Variable Player Powers']",['City Building']
boardgame,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,2015,1,4,120,120,120.0,13,12,6.27,7.47636,1007,3.1282,39,257,168878,135,3064,120,83,294,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']","['Adventure', 'Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']"
boardgame,The Omega Virus,1992,1,4,10,35,22.5,14,8,5.81357,6.36765,1006,1.8072,83,397,153557,97,1782,114,72,229,['Set Collection'],"['Deduction', 'Electronic', 'Science Fiction', 'Space Exploration']"
boardgame,Mammoth Hunters,2003,3,5,90,90,90.0,10,10,5.75277,6.1284,1006,2.3451,113,436,100589,11,1854,119,48,124,['Area Majority / Influence'],['Prehistoric']
boardgame,Abandon Ship,2008,3,7,30,30,30.0,10,5,5.84153,6.33903,1006,1.2048,83,352,83193,24,1273,67,38,120,"['Area Movement', 'Dice Rolling']","['Animals', 'Bluffing', 'Nautical']"
boardgame,Machiavelli,1977,4,8,480,480,480.0,12,16,6.10624,7.10232,1005,3.219,105,387,169197,54,1993,93,78,241,"['Area Movement', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']","['Bluffing', 'Negotiation', 'Political', 'Renaissance', 'Wargame']"
boardgame,Cosmic Wimpout,1975,2,7,20,20,20.0,7,8,5.65629,5.96294,1005,1.2264,106,430,71215,39,1525,47,12,70,"['Dice Rolling', 'Push Your Luck', 'Re-rolling and Locking', 'Set Collection']",['Dice']
boardgame,Mutant Chronicles: Siege of the Citadel,1993,2,5,120,120,120.0,10,8,6.05004,7.00726,1005,2.2333,90,433,200653,117,1700,100,146,279,"['Action Points', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Science Fiction', 'Wargame']"
boardgameexpansion,Eclipse: Supernova,2011,2,6,120,120,120.0,14,12,6.29283,7.48531,1005,3.3333,48,298,174752,44,3751,115,75,220,"['Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Civilization', 'Expansion for Base-game', 'Fighting', 'Science Fiction', 'Space Exploration']"
boardgame,Ninja Camp,2016,2,4,15,30,22.5,14,6,6.01766,6.79501,1005,1.5517,29,234,65957,150,1856,76,27,206,"['Hand Management', 'Map Reduction', 'Modular Board', 'Variable Player Powers']","['Abstract Strategy', 'Card Game']"
boardgame,Rat Hot,2005,2,2,30,30,30.0,8,8,5.82844,6.31203,1004,1.4609,128,449,93475,12,1456,76,28,151,"['Pattern Building', 'Take That', 'Tile Placement']","['Abstract Strategy', 'Print & Play']"
boardgame,Fuji,2018,2,4,30,45,37.5,10,10,6.01026,6.78581,1004,2.2069,29,221,93647,50,1818,65,55,499,"['Communication Limits', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Variable Player Powers']",['Dice']
boardgameexpansion,Chez Geek 3: Block Party,2001,2,8,45,45,45.0,18,16,5.81082,6.37729,1003,1.4935,77,235,27346,14,2029,73,9,31,"['Set Collection', 'Take That']","['Card Game', 'Expansion for Base-game', 'Party Game']"
boardgame,Greenland,2014,1,3,60,120,90.0,12,14,6.12244,7.02968,1003,3.2262,84,492,261191,113,3235,203,94,450,"['Auction/Bidding', 'Dice Rolling', 'Simulation', 'Worker Placement']","['Card Game', 'Economic', 'Medieval', 'Negotiation']"
boardgame,The Thing: Infection at Outpost 31,2017,4,8,60,120,90.0,17,14,6.1305,7.31816,1003,2.2727,22,280,315403,170,2025,37,218,1033,"['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting']","['Bluffing', 'Deduction', 'Horror', 'Movies / TV / Radio theme', 'Science Fiction', 'Spies/Secret Agents']"
boardgame,Igel Ärgern,1990,2,6,30,30,30.0,8,6,5.86952,6.40552,1002,1.3821,123,351,61275,11,1095,27,48,111,['Roll / Spin and Move'],"['Animals', ""Children's Game"", 'Dice', 'Racing']"
boardgame,Nicht die Bohne!,1999,3,6,45,45,45.0,10,8,5.8499,6.34926,1002,1.3619,105,303,53870,11,1190,27,37,110,"['Simultaneous Action Selection', 'Trading']",['Card Game']
boardgame,Relationship Tightrope,1999,3,5,30,30,30.0,8,8,5.77629,6.1778,1002,1.3433,134,498,71755,6,1520,207,13,56,"['Hand Management', 'Simultaneous Action Selection', 'Trick-taking']",['Card Game']
boardgame,Via Appia,2013,2,4,45,45,45.0,8,10,5.96222,6.6446,1002,1.9434,53,266,111473,36,1502,80,82,322,"['Flicking', 'Push Your Luck', 'Tile Placement']","['Action / Dexterity', 'Ancient']"
boardgame,Munchkin Legends,2013,3,6,60,120,90.0,10,8,5.81985,6.44148,1002,1.7083,24,194,46260,43,3322,120,10,104,"['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']","['Ancient', 'Card Game', 'Fantasy', 'Humor', 'Mythology']"
boardgame,Obsession,2018,1,4,30,90,60.0,13,12,6.4508,8.05506,1002,3.2692,52,537,178473,230,1266,23,339,1129,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Solo / Solitaire Game', 'Tile Placement', 'Worker Placement', 'Worker Placement, Different Worker Types']",['Post-Napoleonic']
boardgame,Alias,1991,4,12,60,60,60.0,7,8,5.59302,5.81184,1001,1.2759,87,195,72866,14,1276,20,2,32,"['Acting', 'Point to Point Movement', 'Team-Based Game']","['Party Game', 'Racing', 'Trivia', 'Word Game']"
boardgame,A Victory Lost: Crisis in Ukraine 1942-1943,2006,2,2,360,360,360.0,12,14,6.35503,7.671,1001,2.581,179,512,285099,86,1924,39,132,511,"['Chit-Pull System', 'Dice Rolling', 'Hexagon Grid', 'Simulation', 'Zone of Control']","['Wargame', 'World War II']"
boardgame,Vineta,2008,2,6,45,45,45.0,10,12,5.77124,6.19232,1000,2.0108,93,341,100651,19,1551,115,45,156,"['Map Reduction', 'Simultaneous Action Selection']","['Bluffing', 'Fantasy']"
boardgame,DC Comics Deck-Building Game: Forever Evil,2014,2,5,45,75,60.0,0,14,6.16541,7.24908,1000,2.4737,38,187,82848,89,2814,37,58,205,"['Deck, Bag, and Pool Building']","['Card Game', 'Comic Book / Strip']"
boardgame,Guildhall: Job Faire,2013,2,4,30,45,37.5,10,10,6.18839,7.16869,999,2.1818,44,242,53945,24,2020,109,49,143,"['Hand Management', 'Set Collection', 'Take That']","['Card Game', 'Medieval']"
boardgame,Dungeons & Dragons: Rock Paper Wizard,2016,3,6,30,30,30.0,14,8,5.96756,6.70701,999,1.4091,22,204,70952,38,2119,51,38,267,"['Simultaneous Action Selection', 'Take That']",['Fantasy']
boardgame,Penguin Party,2008,2,6,15,15,15.0,6,6,5.87454,6.42843,998,1.1507,73,228,52600,19,1388,23,32,103,['Hand Management'],"['Animals', 'Card Game', ""Children's Game""]"
